hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,Finish
288,284,71.5,63.6,66,3,17.6,4,4,0,0,0,74.5,81.2,70,0.6,0.05,0.32,-0.96,-0.58,0.02,6
288,285,74.5,67,67,3,12.4,3,4,0,0,0,77.5,79.4,70,0.58,0.56,1.04,-2.41,-0.81,-0.23,6
288,285,55.5,52.6,67,3,5.2,4,4,0,0,0,58.5,57.8,71,-1.86,-0.35,1.91,0.06,1.63,-0.23,6
288,282,74,69.9,71,3,12,3,4,1,0,0,78,81.9,74,-0.15,0.17,0.89,-0.39,0.67,0.52,5
288,280,70.5,65.7,73,0,12.4,0,4,4,3,1,74.5,81.1,74,1.3,-0.27,-1.02,1,-0.29,1.02,3
288,280,71,66.4,74,3,7,3,4,4,3,1,78,76.4,78,0.34,0.94,-0.28,0.02,0.68,1.02,3
288,279,71,67.7,74,3,12,4,4,5,4,2,79,83.7,80,-0.27,0.22,1.21,0.1,1.53,1.27,2
288,285,57.5,53.2,67,0,0.6,0,4,0,0,0,57.5,53.8,67,-0.73,0.55,-0.43,0.38,0.5,-0.23,6
288,285,58,52.7,68,3,5.2,4,4,0,0,0,61,57.9,72,-0.37,-0.63,0.3,0.47,0.14,-0.23,6
288,272,89,86.6,82,3,15.6,3,4,30,30,15,122,132.2,100,1.04,-0.18,1.4,0.75,1.98,3.02,1
288,279,72.5,68.8,73,3,12.8,3,4,5,4,2,80.5,85.6,78,1.36,-0.61,-0.35,0.87,-0.09,1.27,2
288,281,70,66.2,71,3,14.2,3,4,2,1,0,75,81.4,74,0.55,0.34,-0.13,0.01,0.22,0.77,4
288,272,80.5,80.9,85,3,16.8,4,4,20,20,13,103.5,117.7,102,0.27,0.47,1.18,1.1,2.74,3.02,1
288,283,72.5,63.9,68,6,17.2,7,4,1,0,0,79.5,81.1,75,0.7,1.13,-0.44,-1.12,-0.43,0.27,5
288,284,64,59.5,67,3,12.6,4,4,0,0,0,67,72.1,71,0.14,0.28,-0.32,-0.08,-0.12,0.02,6
288,272,79,79.8,86,11,16.8,8,4,20,20,13,110,116.6,107,1.83,-0.04,0.9,0.32,1.18,3.02,1
288,275,84,80.1,80,9,24.6,10,4,14,14,9,107,118.7,99,0.25,0.52,-0.35,1.85,2.01,2.27,1
288,283,65.5,60.6,67,0,11.4,0,4,1,0,0,66.5,72,67,1.19,0.04,-0.37,-0.6,-0.93,0.27,5
288,278,77,73.2,74,3,13,3,4,6,5,3,86,91.2,80,-0.17,0.12,0.97,0.59,1.69,1.52,2
288,282,65,61,70,3,12.6,4,4,1,0,0,69,73.6,74,-0.14,-0.11,0.1,0.67,0.66,0.52,5
288,288,57,51.4,58,3,7.4,3,4,0,0,0,60,58.8,61,0.04,-0.41,-0.33,-0.29,-1.03,-0.98,6
288,287,59,51.9,62,3,6.4,4,4,0,0,0,62,58.3,66,-0.08,-0.12,-0.37,-0.16,-0.65,-0.73,6
288,280,72,66.8,72,6,18,7,4,4,3,1,82,87.8,80,0.56,0.45,0.67,-0.66,0.46,1.02,3
288,280,71,67.8,70,3,13.6,3,4,4,3,1,78,84.4,74,1,0.12,0.23,-0.33,0.01,1.02,3
288,276,82.5,77.7,81,3,8,3,4,8,7,5,93.5,92.7,89,0.26,-0.09,0.82,1.03,1.76,2.02,1
288,287,61.5,54.5,62,0,12,0,4,0,0,0,61.5,66.5,62,0.26,0.28,-1.05,-0.23,-1,-0.73,6
288,279,80.5,73.8,69,0,17.6,0,4,5,4,2,85.5,95.4,71,1.29,0.84,-0.57,-0.3,-0.02,1.27,2
288,278,73,70.8,74,9,21.8,11,4,6,5,3,88,97.6,88,0.67,0.38,0.19,0.28,0.85,1.52,2
288,279,82,74.7,72,5,12.2,0,4,5,4,2,92,90.9,74,-0.2,0.73,0.77,-0.02,1.47,1.27,2
288,291,54.5,46.3,56,0,6.2,0,4,0,0,0,54.5,52.5,56,-0.38,-0.45,-0.78,-0.12,-1.35,-1.73,6
288,274,79.5,78.1,83,8,17.2,4,4,16,16,10,103.5,111.3,97,0.48,-0.29,0.97,1.34,2.03,2.52,1
288,285,66,60.1,67,0,12.2,0,4,0,0,0,66,72.3,67,0.29,0.06,-0.78,0.2,-0.52,-0.23,6
288,281,66,62.5,72,3,11.4,4,4,2,1,0,71,74.9,76,-0.58,0.26,0.76,0.33,1.35,0.77,4
288,283,66,60.1,68,3,6.6,3,4,1,0,0,70,66.7,71,1.01,-0.52,-0.53,0.3,-0.75,0.27,5
288,281,75,67.7,70,6,8.4,6,4,2,1,0,83,77.1,76,-0.89,1.13,0.23,0.3,1.66,0.77,4
288,277,79,75.1,74,9,24,11,4,7,6,4,95,105.1,89,0.14,0.4,1.2,0.03,1.63,1.77,1
288,286,64,57.2,60,0,12.8,0,4,0,0,0,64,70,60,-0.15,-0.66,-0.88,1.21,-0.33,-0.48,6
288,280,68.5,65.1,73,3,17.8,4,4,4,3,1,75.5,85.9,78,0.5,0.45,0.06,0,0.51,1.02,3
288,282,70,63.8,68,6,18.2,7,4,1,0,0,77,82,75,0.28,0.44,-0.5,0.3,0.24,0.52,5
288,286,64.5,56.6,64,0,11.4,0,4,0,0,0,64.5,68,64,-0.07,-0.53,-0.21,0.33,-0.41,-0.48,6
288,280,72.5,68.9,69,0,17.6,0,4,4,3,1,76.5,89.5,70,-0.06,0.1,0.44,0.53,1.08,1.02,3
288,290,60,51.1,55,0,12.4,0,4,5,4,2,65,67.5,57,0.97,1.3,0.59,-1.08,0.81,1.78,2
288,304,37,21,34,0,0.8,0,4,0,0,0,37,21.8,34,0.14,0.68,-0.67,-1.87,-1.86,-1.72,6
288,300,37,25.8,42,0,1.2,0,4,0,0,0,37,27,42,-0.41,0.29,0.17,-0.77,-0.31,-0.72,6
288,296,45.5,35.1,47,0,0,0,4,1,0,0,46.5,35.1,47,-0.11,0.61,0.24,-0.45,0.39,0.28,5
288,292,56,45,52,0,6.4,0,4,3,2,0,59,53.4,52,0.14,1.15,0.57,-0.58,1.14,1.28,3
288,292,47,41,54,0,0,0,4,3,2,0,50,43,54,-0.57,0.52,0.23,1.1,1.85,1.28,3
288,284,59.5,56.3,67,3,1.2,3,4,18,18,11,80.5,75.5,81,1.49,-0.08,0.65,1.22,1.79,3.28,1
288,287,61.5,54.6,59,0,7.6,0,4,9,8,6,70.5,70.2,65,0.36,1.84,0.78,-0.45,2.17,2.53,1
288,299,37,28.3,42,0,1,0,4,0,0,0,37,29.3,42,-0.24,0.13,0.28,-0.64,-0.23,-0.47,6
288,292,49.5,41.1,55,0,1.2,0,4,3,2,0,52.5,44.3,55,0.96,0.35,0.53,-0.56,0.33,1.28,3
288,294,47.5,38.1,51,0,5.8,0,4,2,1,0,49.5,44.9,51,-1,-0.56,2.15,0.19,1.78,0.78,4
288,285,72,62,63,3,18.6,3,4,16,16,10,91,96.6,76,1.81,-0.19,0.56,0.85,1.22,3.03,1
288,288,58,50.4,60,3,12,4,4,6,5,3,67,67.4,67,1.63,-0.05,0.37,0.33,0.65,2.28,2
288,287,63,55.6,61,0,7.4,0,4,9,8,6,72,71,67,1.07,0.91,0.17,0.38,1.46,2.53,1
288,289,61,55,61,0,7.4,0,4,6,5,3,67,67.4,64,1.15,-0.12,-0.23,1.24,0.88,2.03,2
288,289,58.5,51.2,57,0,1.2,0,4,6,5,3,64.5,57.4,60,0.98,0.5,-0.43,0.99,1.05,2.03,2
288,294,47.5,38.1,51,0,5.8,0,4,2,1,0,49.5,44.9,51,-0.31,1.02,0.36,-0.28,1.09,0.78,4
288,299,43,30.1,42,0,0.4,0,4,0,0,0,43,30.5,42,-0.15,0.79,-1.11,0,-0.32,-0.47,6
288,286,65.5,58.3,59,3,13,3,4,12,12,8,80.5,83.3,70,-0.04,0.01,1.58,1.23,2.83,2.78,1
288,295,47.5,38.2,47,0,1.8,0,4,1,0,0,48.5,40,47,0.36,-1.09,-0.05,1.31,0.17,0.53,5
288,295,47,36.1,50,0,0.4,0,4,1,0,0,48,36.5,50,0.3,0.52,-0.58,0.29,0.23,0.53,5
288,285,62,56.5,64,3,7.2,3,4,16,16,10,81,79.7,77,1.19,0.54,0.65,0.65,1.84,3.03,1
288,295,48,37.7,48,0,6.2,0,4,1,0,0,49,43.9,48,-1.13,0.72,0.3,0.65,1.67,0.53,5
288,296,37.5,30.1,51,0,0,0,4,1,0,0,38.5,30.1,51,0.17,1.02,-0.46,-0.45,0.11,0.28,5
288,290,56.5,49.5,53,0,7,0,4,5,4,2,61.5,60.5,55,0.42,0.41,1.29,-0.33,1.37,1.78,2
288,291,50,43.1,56,3,6.6,4,4,3,2,0,56,51.7,60,1.21,0.49,0.5,-0.67,0.32,1.53,3
288,292,54,44.4,52,0,5.8,0,4,3,2,0,57,52.2,52,0.86,0.53,0.72,-0.84,0.42,1.28,3
288,293,60,48.8,47,0,12.6,0,4,2,1,0,62,62.4,47,0.6,-0.95,0.38,1,0.43,1.03,4
288,298,40.5,29.9,45,0,0.6,0,4,0,0,0,40.5,30.5,45,-0.52,-0.21,-0.05,0.57,0.3,-0.22,6
288,293,45,37.8,57,0,1.2,0,4,2,1,0,47,40,57,0.43,-0.7,1.18,0.12,0.6,1.03,4
288,288,59,52,58,0,6,0,4,6,5,3,65,63,61,0.61,1.3,0.72,-0.35,1.67,2.28,2
288,289,51.5,46.6,59,0,0.4,0,4,6,5,3,57.5,52,62,-0.15,0.51,1.24,0.43,2.18,2.03,2
288,281,76,69.3,68,6,18.8,6,4,20,20,13,102,108.1,87,2.42,0.29,0.71,0.62,1.62,4.03,1
288,301,43,27.7,38,3,7.6,3,4,0,0,0,46,35.3,41,-0.41,-0.33,0.11,-0.34,-0.56,-0.97,6
288,277,80,76.7,72,3,23.4,3,4,30,30,15,113,130.1,90,2.57,0.69,1.35,0.41,2.46,5.03,1
288,300,43.5,30.8,42,0,1.2,0,4,0,0,0,43.5,32,42,-0.12,1.4,-2.35,0.35,-0.6,-0.72,6
288,289,52,46.1,60,0,6.8,0,4,6,5,3,58,57.9,63,0.2,0.8,1.46,-0.43,1.83,2.03,2
288,291,48,42.5,56,0,11.2,0,4,3,2,0,51,55.7,56,0.2,1,0.25,0.09,1.33,1.53,3
288,290,50.5,45.1,57,0,5.6,0,4,5,4,2,55.5,54.7,59,-0.53,0.81,1.13,0.37,2.32,1.78,2
288,288,59,52,58,0,13.2,0,4,6,5,3,65,70.2,61,0.58,0.81,0.59,0.29,1.7,2.28,2
288,293,48,40.1,52,0,0.2,0,4,2,1,0,50,41.3,52,0.4,0.2,0.87,-0.43,0.63,1.03,4
288,297,49,36.9,42,0,12.2,0,4,0,0,0,49,49.1,42,-0.12,-1.79,1.45,0.49,0.15,0.03,6
288,291,54,45.5,56,0,6.2,0,4,3,2,0,57,53.7,56,0.22,1.02,0.12,0.18,1.32,1.53,3
288,289,58,50.5,56,0,8,0,4,6,5,3,64,63.5,59,0.86,1.12,0.53,-0.48,1.17,2.03,2
288,296,43,32.4,50,0,0.8,0,4,1,0,0,44,33.2,50,-1.22,0.02,1.41,0.07,1.5,0.28,5
288,295,46.5,36.6,49,0,5.8,0,4,1,0,0,47.5,42.4,49,0.47,0.32,-0.1,-0.16,0.06,0.53,5
288,292,58.5,46.3,53,0,7,0,4,3,2,0,61.5,55.3,53,-0.23,0,1.1,0.41,1.51,1.28,3
288,290,55,48.4,54,0,7.2,0,4,5,4,2,60,59.6,56,1.16,-0.06,0.22,0.46,0.62,1.78,2
288,298,54,40.7,46,0,6.4,0,4,0,0,0,54,47.1,46,0.64,-0.15,-2.2,1.49,-0.86,-0.22,6
288,298,41,29.4,46,0,0.4,0,4,0,0,0,41,29.8,46,-0.18,-0.11,-0.13,0.21,-0.04,-0.22,6
288,286,70,57.6,64,0,11.8,0,4,12,12,8,82,81.4,72,1.29,-0.83,0.97,1.34,1.49,2.78,1
288,297,48,36.3,51,0,1,0,4,0,0,0,48,37.3,51,1.34,-0.26,-0.87,-0.18,-1.31,0.03,6
288,298,37,28.2,46,0,0.2,0,4,0,0,0,37,28.4,46,0.71,-0.38,-0.46,-0.09,-0.93,-0.22,6
288,298,41.5,31.5,43,0,1,0,4,0,0,0,41.5,32.5,43,-0.86,0.05,-0.33,0.93,0.64,-0.22,6
288,296,52.5,40.9,47,3,8.2,3,4,1,0,0,56.5,49.1,50,0.17,0.56,0.19,-0.64,0.11,0.28,5
288,294,52,41.4,48,0,7,0,4,2,1,0,54,49.4,48,0.95,-0.14,0.55,-0.58,-0.17,0.78,4
288,291,57.5,48.6,51,0,6,0,4,3,2,0,60.5,56.6,51,0.75,-0.12,0.81,0.09,0.78,1.53,3
288,301,39.5,28.5,38,0,1,0,4,0,0,0,39.5,29.5,38,-1.22,-0.16,0.13,0.27,0.25,-0.97,6
288,302,34.5,20.7,41,0,0.8,0,4,0,0,0,34.5,21.5,41,-0.19,0.73,-0.84,-0.91,-1.03,-1.22,6
288,305,43.5,23.5,34,0,6.2,0,4,0,0,0,43.5,29.7,34,-1.94,-0.17,-0.57,0.7,-0.03,-1.97,6
288,294,52,41.4,48,0,8.2,0,4,2,1,0,54,50.6,48,-0.79,-0.55,1.38,0.73,1.57,0.78,4
288,290,49,44,58,3,5.8,4,4,5,4,2,57,53.8,64,-1.31,0.67,1.65,0.78,3.09,1.78,2
288,288,52.5,48.1,61,0,0,0,4,0,0,0,52.5,48.1,61,0.01,-0.7,-0.4,0.18,-0.92,-0.91,6
288,282,71,64,70,3,16,4,4,2,1,0,76,81,74,-1.06,0.07,0.69,0.89,1.65,0.59,4
288,284,70.5,60.9,65,3,17.2,4,4,1,0,0,74.5,78.1,69,1.16,-0.14,-0.98,0.05,-1.07,0.09,5
288,288,54,46.6,64,0,0.6,0,4,0,0,0,54,47.2,64,-0.96,0.41,-0.18,-0.17,0.05,-0.91,6
288,283,73,64.7,66,3,11.8,3,4,1,0,0,77,76.5,69,0.2,0.24,-0.12,0.02,0.14,0.34,5
288,274,80.5,78.5,81,12,24.8,13,4,14,14,9,106.5,117.3,103,0.73,1.25,-0.15,0.77,1.87,2.59,1
288,278,79.5,74.5,75,3,17.6,4,4,6,5,3,88.5,97.1,82,0.66,0.5,-0.09,0.53,0.93,1.59,2
288,282,76.5,67.5,69,0,12.6,0,4,2,1,0,78.5,81.1,69,-0.31,-0.83,1.93,-0.2,0.9,0.59,4
288,290,54,46.7,59,3,5.6,4,4,0,0,0,57,52.3,63,0.88,-0.94,-1.06,-0.28,-2.29,-1.41,6
288,280,78.5,71.7,73,0,5,0,4,4,3,1,82.5,79.7,74,0.13,0.51,0.03,0.42,0.96,1.09,3
288,280,73,68.4,70,0,12.6,0,4,4,3,1,77,84,71,-1.17,-0.14,0.91,1.5,2.26,1.09,3
288,282,66.5,62.1,69,6,13.6,7,4,2,1,0,74.5,76.7,76,0.16,0.18,-0.14,0.4,0.43,0.59,4
288,280,69.5,66.7,71,0,6.4,0,4,4,3,1,73.5,76.1,72,-0.59,0.63,0.52,0.54,1.69,1.09,3
288,278,87.5,74.2,77,0,17.6,0,4,6,5,3,93.5,96.8,80,0.79,-0.23,1.14,-0.11,0.81,1.59,2
288,283,71,65.5,62,6,19.6,6,4,1,0,0,78,85.1,68,-0.15,0.56,0.5,-0.55,0.5,0.34,5
288,279,72,69.3,72,3,13,4,4,5,4,2,80,86.3,78,1.34,-0.45,0.78,-0.33,0,1.34,2
288,278,67,66.4,78,3,12,4,4,6,5,3,76,83.4,85,0.34,0.14,0.01,1.1,1.26,1.59,2
288,289,51.5,46.6,59,0,0.2,0,4,0,0,0,51.5,46.8,59,0.04,0.14,-1.97,0.63,-1.2,-1.16,6
288,279,76.5,71.2,73,0,13.4,0,4,5,4,2,81.5,88.6,75,1.54,-0.4,0.65,-0.45,-0.2,1.34,2
288,285,52.5,50.4,69,3,6,4,4,0,0,0,55.5,56.4,73,0.78,0.01,-0.83,-0.11,-0.93,-0.16,6
288,281,68.5,65.2,69,6,14.2,6,4,3,2,0,77.5,81.4,75,0.74,-0.65,0.25,0.5,0.1,0.84,3
288,283,68.5,61.4,69,3,8.8,3,4,1,0,0,72.5,70.2,72,0.6,-0.03,0.34,-0.56,-0.25,0.34,5
288,278,84.5,78.6,72,3,25,3,4,6,5,3,93.5,108.6,78,0.57,0.13,0.46,0.44,1.02,1.59,2
288,291,51,44.6,57,0,7.4,0,4,0,0,0,51,52,57,0.28,-0.08,-1.17,-0.68,-1.94,-1.66,6
288,279,66,64.9,76,6,17.2,8,4,5,4,2,77,86.1,86,0.62,-0.4,0.97,0.15,0.73,1.34,2
288,282,66,61.2,72,3,5.6,4,4,2,1,0,71,67.8,76,1.71,-0.59,0.24,-0.76,-1.12,0.59,4
288,280,76,70.6,68,3,19.2,3,4,4,3,1,83,92.8,72,0.34,0.1,-0.16,0.82,0.75,1.09,3
288,281,72.5,65,73,6,16.8,7,4,3,2,0,81.5,83.8,80,1.19,-0.23,0.16,-0.28,-0.35,0.84,3
288,286,62.5,54.7,65,6,12.2,7,4,0,0,0,68.5,66.9,72,0.81,-0.34,-0.91,0.03,-1.22,-0.41,6
288,280,73.5,67.7,75,0,6.8,0,4,4,3,1,77.5,77.5,76,-1.12,0.74,1.04,0.43,2.21,1.09,3
288,270,89.5,88.5,87,9,23.6,11,4,20,20,13,118.5,132.1,111,0.75,0.32,1.93,0.59,2.84,3.59,1
288,277,77.5,73.9,78,6,18,7,4,6,5,3,89.5,96.9,88,1.12,-0.32,1.87,-0.83,0.72,1.84,2
288,280,74,68.6,72,3,11.4,4,4,4,3,1,81,83,77,-0.47,0.06,1.1,0.41,1.57,1.09,3
288,287,55,50.7,62,3,6.4,3,4,0,0,0,58,57.1,65,-0.63,-0.26,0.59,-0.36,-0.03,-0.66,6
288,279,73.5,69,75,3,7.2,3,4,5,4,2,81.5,80.2,80,-0.13,0.19,1.13,0.15,1.47,1.34,2
288,285,61,56.1,66,0,1.2,0,4,0,0,0,61,57.3,66,-0.09,0.99,-1.03,-0.03,-0.07,-0.16,6
288,275,80.5,77.2,81,3,22.8,4,4,12,12,8,95.5,112,93,0.35,0.07,1.32,0.61,2,2.34,1
288,284,68.5,61.5,65,0,11.4,0,4,1,0,0,69.5,72.9,65,-0.8,-0.47,0.73,0.63,0.89,0.09,5
288,275,92.5,84.6,77,9,20,10,4,12,12,8,113.5,116.6,95,3.18,-1.12,0.22,0.06,-0.84,2.34,1
288,284,67.5,61.2,66,9,17.8,10,4,1,0,0,77.5,79,76,0.13,0.68,-0.55,-0.17,-0.04,0.09,5
288,282,74,66.2,68,3,11.8,3,4,2,1,0,79,79,71,1.51,0.52,-0.34,-1.1,-0.92,0.59,4
288,284,66.5,60.9,65,0,6.4,0,4,1,0,0,67.5,67.3,65,-0.44,-0.86,0.72,0.68,0.53,0.09,5
288,275,80,77.7,80,0,8.6,0,4,12,12,8,92,98.3,88,0.7,1.28,0.8,-0.44,1.64,2.34,1
288,290,58,48,56,3,7.8,3,4,0,0,0,61,55.8,59,0.07,-0.03,-2.28,0.83,-1.48,-1.41,6
288,276,86,80.8,76,0,17,0,4,8,7,5,94,104.8,81,0.95,0.43,1.11,-0.38,1.15,2.09,1
288,269,92.5,92,85,11,25.6,6,4,30,30,15,133.5,147.6,106,1.21,0.27,2.13,0.23,2.63,3.84,1
288,273,90,85.7,80,6,25.2,7,4,16,16,10,112,126.9,97,0.52,1.66,0.46,0.19,2.32,2.84,1
288,271,90.5,89,81,9,30.4,10,4,18,18,11,117.5,137.4,102,1.32,1.13,0.26,0.63,2.02,3.34,1
288,283,59,56.7,70,6,7,7,4,1,0,0,66,63.7,77,0.38,0.18,-0.74,0.52,-0.04,0.34,5
288,282,67.5,63.7,67,3,13.6,3,4,2,1,0,72.5,78.3,70,0.3,-0.45,0.44,0.3,0.29,0.59,4
288,284,61,57.4,66,6,7.4,7,4,1,0,0,68,64.8,73,-0.75,1.01,-0.09,-0.07,0.84,0.09,5
288,281,70.5,65.8,69,0,6.8,0,4,3,2,0,73.5,74.6,69,-0.8,0.9,-0.18,0.93,1.65,0.84,3
288,284,67.5,61.3,63,0,13.4,0,4,1,0,0,68.5,74.7,63,0.38,-0.53,-0.29,0.54,-0.28,0.09,5
288,283,65.5,60.6,67,0,11.8,0,4,1,0,0,66.5,72.4,67,0.17,-0.34,0.36,0.15,0.17,0.34,5
288,281,67,64.1,70,3,16.6,4,4,3,2,0,73,82.7,74,0.42,-0.48,1.13,-0.23,0.42,0.84,3
288,277,74,72.3,76,3,8,3,4,6,5,3,83,85.3,82,0.25,0.03,0.76,0.8,1.59,1.84,2
288,288,59,50.6,62,0,0.6,0,4,0,0,0,59,51.2,62,0.01,0.36,0.06,-1.33,-0.92,-0.91,6
288,281,75.5,68.4,71,3,16.8,4,4,3,2,0,81.5,87.2,75,0.37,-0.37,0.5,0.34,0.47,0.84,3
288,281,70.5,65.8,69,0,7.6,0,4,3,2,0,73.5,75.4,69,0.51,-0.4,0.9,-0.17,0.34,0.84,3
288,280,76,70.6,68,3,13.6,3,4,4,3,1,83,87.2,72,1.35,-0.34,-0.25,0.33,-0.26,1.09,3
288,286,64.5,57.9,61,0,6.2,0,4,0,0,0,64.5,64.1,61,-1.19,1,-0.74,0.52,0.78,-0.41,6
288,287,58.5,52.4,61,0,6.6,0,4,0,0,0,58.5,59,61,-1.04,-0.3,1.43,-0.75,0.38,-0.66,6
288,283,68,61.9,68,0,7,0,4,1,0,0,69,68.9,68,-1.75,0.8,1.03,0.26,2.09,0.34,5
288,280,75,70.2,70,0,12.2,0,4,4,3,1,79,85.4,71,0.17,-0.23,0.91,0.24,0.92,1.09,3
288,276,87,75.9,80,6,13.2,7,4,8,7,5,101,96.1,92,0.57,-0.02,1.15,0.39,1.52,2.09,1
284,287,51,44.6,57,0,7,0,4,0,0,0,51,51.6,57,-0.24,0.24,0.26,-0.28,0.22,-0.01,6
284,293,40,30.3,48,0,1.4,0,4,0,0,0,40,31.7,48,-0.99,0.21,-0.11,-0.61,-0.52,-1.51,6
284,294,45,33.1,45,3,7.4,3,4,0,0,0,48,40.5,48,-1.53,-0.01,-0.14,-0.08,-0.23,-1.76,6
284,282,60.5,55.5,61,0,5.8,0,4,4,3,1,64.5,64.3,62,1.21,-0.71,0.51,0.23,0.03,1.24,3
284,280,68.5,62.9,61,3,13.6,3,4,7,6,4,78.5,82.5,68,0.15,0.55,0.62,0.42,1.59,1.74,1
284,283,60.5,54.2,61,3,6.4,4,4,2,1,0,65.5,61.6,65,-0.75,0.44,1.02,0.27,1.74,0.99,4
284,287,45.5,39.8,59,0,0,0,4,0,0,0,45.5,39.8,59,0.59,0.3,-1.25,0.35,-0.6,-0.01,6
284,282,60.5,52.9,65,3,6.2,3,4,4,3,1,67.5,62.1,69,1.26,0.5,-0.09,-0.43,-0.02,1.24,3
284,282,56.5,51.7,65,0,0.4,0,4,4,3,1,60.5,55.1,66,1.23,0.19,-0.13,-0.05,0.01,1.24,3
284,285,49,43.9,62,0,0,0,4,1,0,0,50,43.9,62,0.23,0.47,-0.36,0.14,0.25,0.49,5
284,280,67,61.7,65,3,6.6,3,4,7,6,4,77,74.3,72,0.85,0.2,0.53,0.16,0.89,1.74,1
284,291,49,39.2,49,3,7,3,4,0,0,0,52,46.2,52,-0.11,-0.47,0.12,-0.54,-0.9,-1.01,6
284,287,51.5,44.2,55,0,7,0,4,0,0,0,51.5,51.2,55,0.33,0.6,-1.75,0.81,-0.35,-0.01,6
284,281,58.5,54.8,65,0,6.4,0,4,5,4,2,63.5,65.2,67,0.8,0.1,0.32,0.26,0.69,1.49,2
284,281,67.5,60,63,3,12.4,3,4,5,4,2,75.5,76.4,68,2.07,-0.45,-0.69,0.56,-0.58,1.49,2
284,287,57,49.1,50,0,6.8,0,4,0,0,0,57,55.9,50,0.86,-0.89,0.08,-0.06,-0.88,-0.01,6
284,279,66.5,60.8,69,6,7.8,7,4,10,10,7,82.5,78.6,83,1.09,0.35,1.08,-0.54,0.9,1.99,1
284,286,51,44.6,58,0,0.2,0,4,1,0,0,52,44.8,58,0.51,0.15,0.07,-0.49,-0.27,0.24,5
284,280,58,55.2,68,6,6.6,7,4,7,6,4,71,67.8,79,0.71,0,0.61,0.42,1.03,1.74,1
284,286,48.5,41.9,61,0,0.6,0,4,1,0,0,49.5,42.5,61,0.23,0.04,-0.43,0.4,0.01,0.24,5
284,284,49.5,45.9,63,0,0.6,0,4,2,1,0,51.5,47.5,63,-0.18,0.29,0.78,-0.15,0.91,0.74,4
284,286,52,46.2,56,0,6.6,0,4,1,0,0,53,52.8,56,1.04,0.17,-0.18,-0.8,-0.81,0.24,5
284,280,61.5,56.9,67,3,12.8,4,4,7,6,4,71.5,75.7,75,1.44,-0.41,0.4,0.3,0.29,1.74,1
284,275,68.5,66.2,77,6,12.4,7,4,16,16,10,90.5,94.6,94,1.73,0.39,1.01,-0.14,1.26,2.99,1
284,282,58,52.8,64,0,6.6,0,4,4,3,1,62,62.4,65,0.77,0.18,-0.07,0.35,0.47,1.24,3
284,281,57,53.7,66,0,5.6,0,4,5,4,2,62,63.3,68,1.47,0.42,-0.74,0.34,0.02,1.49,2
284,282,65,57.3,65,0,6.4,0,4,4,3,1,69,66.7,66,1.5,0.64,-1.06,0.16,-0.26,1.24,3
284,284,54,49.2,60,0,5.8,0,4,2,1,0,56,56,60,-0.97,0.14,1.62,-0.05,1.71,0.74,4
284,283,56.5,51.8,61,0,2.2,0,4,2,1,0,58.5,55,61,0.59,0.01,0.05,0.33,0.39,0.99,4
284,279,67,61.7,66,0,12,0,4,10,10,7,77,83.7,73,0.13,0.26,1.51,0.08,1.86,1.99,1
284,274,75,71.4,74,0,7.6,0,4,30,30,15,105,109,89,0.78,1.16,1.09,0.2,2.46,3.24,1
284,280,61.5,56.9,67,3,7.2,3,4,7,6,4,71.5,70.1,74,0.92,-0.36,1.06,0.11,0.81,1.74,1
284,289,53.5,42.4,51,3,7.6,3,4,0,0,0,56.5,50,54,0.13,-0.23,-0.59,0.18,-0.64,-0.51,6
284,288,44,38.8,56,0,0.4,0,4,0,0,0,44,39.2,56,-0.01,-0.61,-0.15,0.51,-0.25,-0.26,6
284,280,64,59.6,64,3,17.2,4,4,7,6,4,74,82.8,72,1.16,0.7,0.25,-0.38,0.57,1.74,1
284,284,51.5,46.5,63,0,1,0,4,2,1,0,53.5,48.5,63,-0.39,0.1,0.53,0.51,1.13,0.74,4
284,287,53,45.3,54,0,12,0,4,0,0,0,53,57.3,54,0.1,0.34,0.49,-0.94,-0.12,-0.01,6
284,282,56,52.2,64,3,5,4,4,4,3,1,63,60.2,69,-0.17,-0.13,0.86,0.67,1.41,1.24,3
284,281,63,56.7,66,0,1.4,0,4,5,4,2,68,62.1,68,1.05,-0.39,0.69,0.13,0.43,1.49,2
284,283,54,49.1,64,0,5.2,0,4,2,1,0,56,55.3,64,1.45,0.31,-0.79,0.03,-0.46,0.99,4
284,283,58,50.3,64,3,6.8,4,4,2,1,0,63,58.1,68,0.2,-0.66,0.81,0.64,0.79,0.99,4
284,282,59.5,53.9,63,0,7,0,4,4,3,1,63.5,63.9,64,-0.02,0.95,0.26,0.05,1.26,1.24,3
284,282,57.5,53.3,63,0,0.8,0,4,4,3,1,61.5,57.1,64,0.17,1.24,-0.31,0.14,1.07,1.24,3
284,287,50,43.1,56,0,1.8,0,4,0,0,0,50,44.9,56,0.06,0.8,-0.09,-0.78,-0.07,-0.01,6
284,274,70,68.6,76,3,11.6,4,4,20,20,13,93,100.2,93,1.83,0.8,0.42,0.18,1.4,3.24,1
