@relation PGA_Data_Finish_Encoded-weka.filters.unsupervised.attribute.NumericToNominal-R22-weka.filters.unsupervised.attribute.Remove-R3-15

@attribute hole_par numeric
@attribute strokes numeric
@attribute sg_putt numeric
@attribute sg_arg numeric
@attribute sg_app numeric
@attribute sg_ott numeric
@attribute sg_t2g numeric
@attribute sg_total numeric
@attribute Finish {1,2,3,4,5,6}

@data
280,267,0.03,0.78,0.96,0.61,2.35,2.38,1
280,267,0.46,0.3,1.4,0.22,1.92,2.38,1
140,138,-0.67,-0.94,0.86,-0.14,-0.22,-0.89,6
280,270,0.43,0.07,0.42,0.71,1.2,1.63,2
280,276,-0.72,0.41,-0.59,1.04,0.86,0.13,6
140,138,-0.42,0.13,-0.13,-0.46,-0.47,-0.89,6
280,269,-0.07,-0.08,0.42,1.61,1.95,1.88,2
280,270,0.41,0.21,0.59,0.42,1.22,1.63,2
280,278,-0.98,-0.18,2.03,-1.25,0.61,-0.37,6
280,272,1.08,-0.08,-0.24,0.37,0.05,1.13,4
280,269,0.99,0.06,0.08,0.74,0.89,1.88,2
280,275,0.58,0.93,-0.74,-0.39,-0.2,0.38,5
280,275,0.22,-0.02,0.79,-0.61,0.17,0.38,5
280,272,0.04,-0.23,0.72,0.6,1.09,1.13,4
280,275,-0.37,0.76,-0.29,0.28,0.75,0.38,5
280,271,-0.4,-0.3,1.6,0.48,1.78,1.38,3
280,274,-0.64,0.57,0.03,0.67,1.27,0.63,5
280,278,-0.68,0.08,0.46,-0.23,0.32,-0.37,6
280,277,-0.62,0.11,1.18,-0.79,0.5,-0.12,6
280,273,0.37,0.73,-0.55,0.33,0.51,0.88,5
280,270,0.74,0.41,0.05,0.44,0.9,1.63,2
280,275,-0.07,-0.33,-0.26,1.04,0.45,0.38,5
280,276,0.1,-0.12,-0.11,0.25,0.03,0.13,6
280,271,-0.73,-0.29,1.86,0.53,2.11,1.38,3
280,275,-0.71,0.29,0.29,0.51,1.09,0.38,5
280,268,-0.31,0.13,1.12,1.19,2.44,2.13,1
280,273,0.86,0.6,-0.59,0.01,0.02,0.88,5
280,277,-1.08,-0.15,0.91,0.21,0.97,-0.12,6
280,272,0.57,0.47,0.26,-0.16,0.57,1.13,4
280,266,0.55,1.4,-0.18,0.86,2.08,2.63,1
280,270,0.75,0.02,0.78,0.08,0.88,1.63,2
280,271,1.09,-0.26,1.37,-0.81,0.3,1.38,3
280,274,-0.84,0.03,0.24,1.19,1.47,0.63,5
280,271,0.64,0.48,0.81,-0.55,0.74,1.38,3
280,267,-0.36,-0.1,2.16,0.69,2.75,2.38,1
280,278,-0.49,-0.36,0.28,0.2,0.12,-0.37,6
280,278,-0.75,0.4,-0.71,0.69,0.38,-0.37,6
280,276,1.09,0.18,-1.01,-0.11,-0.95,0.13,6
140,138,0.99,-0.65,-1.79,-0.45,-2.88,-1.89,6
280,265,0.94,0.19,0.9,0.85,1.94,2.88,1
280,272,0.46,0.42,-0.13,0.39,0.68,1.13,4
280,269,0.47,0.2,0.99,0.21,1.41,1.88,2
280,270,-1.29,0.79,0.63,1.5,2.92,1.63,2
280,272,-0.57,1.36,0.26,0.09,1.71,1.13,4
280,269,1.16,0.28,-1.7,2.15,0.73,1.88,2
280,280,0.64,0.55,-1.1,-0.95,-1.51,-0.87,6
280,275,0.71,-1.32,0.96,0.02,-0.33,0.38,5
280,273,1.63,1.48,-1.61,-0.61,-0.75,0.88,5
280,277,0.34,-0.4,1.07,-1.14,-0.46,-0.12,6
280,267,0.92,0.6,1.17,-0.31,1.46,2.38,1
280,275,-1.26,0.19,0.41,1.04,1.64,0.38,5
280,271,0.02,0.42,1.52,-0.57,1.36,1.38,3
280,270,1.91,0.1,-0.49,0.12,-0.28,1.63,2
280,278,0.39,0.35,-0.52,-0.58,-0.76,-0.37,6
288,280,2.15,0.14,0.31,-0.1,0.34,2.49,1
288,287,1.15,0,-0.55,0.14,-0.42,0.74,4
288,281,0.04,0.62,2.26,-0.68,2.2,2.24,2
288,291,0.49,-0.09,-0.56,-0.1,-0.75,-0.26,6
288,291,0.18,0.1,-0.37,-0.17,-0.44,-0.26,6
288,288,-0.99,0.44,0.68,0.36,1.47,0.49,5
288,290,0.13,0.85,-1.53,0.54,-0.14,-0.01,6
288,285,-0.09,0.07,1.14,0.13,1.33,1.24,3
288,286,0.21,-0.36,0.06,1.07,0.78,0.99,4
288,291,-1.07,-0.49,1.35,-0.05,0.81,-0.26,6
288,288,-0.1,-0.59,0.04,1.14,0.59,0.49,5
288,282,-0.34,0.16,1.06,1.11,2.33,1.99,2
288,289,0,0.24,0.27,-0.27,0.24,0.24,5
288,287,-0.08,0.4,-0.08,0.49,0.82,0.74,4
288,278,1.56,0.38,1.14,-0.09,1.43,2.99,1
288,282,0.7,1.17,0.71,-0.6,1.28,1.99,2
288,293,0.35,-0.72,0.18,-0.57,-1.11,-0.76,6
288,280,1.54,1.15,0.37,-0.57,0.95,2.49,1
288,285,0.09,0.52,2.23,-1.6,1.15,1.24,3
288,285,-0.34,-0.21,0.21,1.57,1.58,1.24,3
288,286,-1.08,1.73,0.29,0.04,2.07,0.99,4
288,284,1.69,-0.69,0.61,-0.13,-0.21,1.49,3
288,292,1.08,-0.43,-0.46,-0.7,-1.59,-0.51,6
288,296,0.53,-0.14,-1.78,-0.12,-2.04,-1.51,6
288,289,0.53,0.48,-0.98,0.21,-0.29,0.24,5
288,279,0.31,0.93,0.54,0.96,2.43,2.74,1
288,280,0.96,0.16,0.84,0.52,1.53,2.49,1
288,285,-0.04,0.01,1.32,-0.04,1.28,1.24,3
288,279,1.64,-0.6,1.76,-0.06,1.1,2.74,1
288,291,0.64,-0.74,-0.2,0.03,-0.91,-0.26,6
288,291,-0.41,-0.2,-0.11,0.46,0.15,-0.26,6
288,291,1.03,0.28,-2.13,0.56,-1.29,-0.26,6
288,283,0.62,-0.02,1.19,-0.06,1.12,1.74,2
288,273,1.46,0.91,1.41,0.47,2.78,4.24,1
288,289,-0.56,-1.04,1.53,0.31,0.8,0.24,5
288,286,0.31,0.58,0.23,-0.13,0.68,0.99,4
288,288,0.73,-0.58,-0.07,0.41,-0.24,0.49,5
288,285,-0.44,0.21,1.05,0.41,1.68,1.24,3
288,283,-0.68,0.17,1.74,0.52,2.42,1.74,2
288,292,-0.27,-0.53,-0.66,0.96,-0.24,-0.51,6
288,283,0.58,0.33,-0.28,1.1,1.16,1.74,2
288,278,1.15,-0.02,1.73,0.12,1.84,2.99,1
288,291,-0.3,-1.69,1.3,0.43,0.04,-0.26,6
288,292,-0.26,0.06,-0.59,0.28,-0.25,-0.51,6
288,286,-0.14,0.9,0.54,-0.31,1.13,0.99,4
288,277,-1.12,0.85,2.79,0.72,4.36,3.24,1
288,288,1.23,0.71,-0.06,-1.39,-0.74,0.49,5
288,278,1.65,0.73,0.11,0.5,1.34,2.99,1
288,292,0.2,-1.29,0.23,0.34,-0.71,-0.51,6
288,296,-1.23,-0.07,-0.98,0.78,-0.28,-1.51,6
288,285,-1.5,0.11,1.75,0.88,2.74,1.24,3
288,289,-0.43,0.08,-0.05,0.64,0.67,0.24,5
288,287,0.45,-0.51,0.63,0.16,0.28,0.74,4
288,278,0.41,0.55,1.24,0.78,2.57,2.99,1
288,292,1.05,0.5,-0.24,-1.83,-1.56,-0.51,6
288,284,-0.69,0.98,0.66,0.55,2.18,1.49,3
288,300,-1.19,-1.34,0.02,-0.01,-1.33,-2.51,6
288,281,0.95,1.37,0.76,-0.84,1.29,2.24,2
288,283,0.34,0.44,-0.28,1.24,1.4,1.74,2
288,281,-0.91,1.19,0.37,1.59,3.15,2.24,2
288,284,1.33,-0.76,0.34,0.57,0.16,1.49,3
288,290,0.93,-0.51,-0.32,-0.11,-0.94,-0.01,6
288,284,0.39,0.7,-0.48,0.87,1.1,1.49,3
288,282,-0.16,1.16,0.53,0.46,2.15,1.99,2
288,292,0.68,-0.24,-0.66,-0.29,-1.19,-0.51,6
288,284,0.16,0.33,0.36,0.63,1.32,1.49,3
288,295,0.24,-0.51,-1.14,0.14,-1.51,-1.26,6
288,285,-0.12,0.84,0.02,0.5,1.36,1.24,3
288,288,-0.46,-0.44,0.3,1.09,0.95,0.49,5
288,289,0.89,0.95,-2.13,0.53,-0.65,0.24,5
288,290,-1.16,0.73,0.45,-0.03,1.15,-0.01,6
284,291,-0.08,0.79,-0.42,-0.05,0.31,0.23,6
284,292,1.3,-0.73,-0.12,-0.48,-1.32,-0.02,6
284,290,0.09,0.31,-0.52,0.59,0.38,0.48,5
284,281,1.1,-0.04,0.15,1.52,1.63,2.73,1
284,286,-0.6,0.41,1.28,0.39,2.08,1.48,2
284,289,1.96,-0.93,-0.5,0.2,-1.23,0.73,4
284,285,-0.13,0.77,0.59,0.5,1.86,1.73,2
284,295,0.56,-1.05,-0.19,-0.09,-1.33,-0.77,6
284,289,0.9,-1.1,0.29,0.63,-0.17,0.73,4
284,284,0.61,-0.46,0.65,1.18,1.37,1.98,2
284,290,-0.69,0.5,1.5,-0.84,1.17,0.48,5
284,293,-1.73,0.15,0.81,0.5,1.46,-0.27,6
284,289,-0.07,-0.55,0.76,0.58,0.8,0.73,4
284,290,0.53,0.81,0.21,-1.07,-0.05,0.48,5
284,288,1.45,0.54,-0.72,-0.3,-0.48,0.98,3
284,286,-0.1,-0.05,0.46,1.16,1.57,1.48,2
284,290,-0.7,0.38,1.21,-0.41,1.18,0.48,5
284,283,1.78,-0.02,0.48,-0.01,0.45,2.23,1
284,286,0.83,-0.76,1,0.41,0.65,1.48,2
284,285,1.44,0.2,-0.87,0.97,0.29,1.73,2
284,293,0.56,0.13,-0.64,-0.32,-0.84,-0.27,6
284,294,0.45,-0.17,0.11,-0.91,-0.97,-0.52,6
284,292,0.16,-0.13,-0.17,0.12,-0.19,-0.02,6
284,283,1.1,-0.74,1.24,0.62,1.12,2.23,1
284,286,-0.2,0.59,0.95,0.14,1.68,1.48,2
284,296,-0.66,-0.48,0.58,-0.47,-0.37,-1.02,6
284,287,-0.7,-1,2.18,0.75,1.93,1.23,3
284,286,0.69,0.05,0.87,-0.13,0.79,1.48,2
284,291,0.97,-0.83,0.21,-0.12,-0.74,0.23,6
284,284,-0.04,0,0.86,1.16,2.02,1.98,2
284,295,0.19,-0.24,-0.53,-0.19,-0.96,-0.77,6
284,287,0.02,0.4,0.18,0.63,1.21,1.23,3
284,292,-0.36,0.26,0.13,-0.05,0.34,-0.02,6
284,279,1.52,0.53,0.16,1.02,1.71,3.23,1
284,291,1.01,-0.27,-1.67,1.16,-0.78,0.23,6
284,291,-1.28,0.68,0.06,0.77,1.51,0.23,6
284,280,-0.52,0.52,1.73,1.24,3.49,2.98,1
284,286,2.11,-0.96,-0.16,0.49,-0.63,1.48,2
284,291,0.43,-0.54,-0.22,0.57,-0.2,0.23,6
284,288,0.18,0.04,1.14,-0.38,0.79,0.98,3
284,290,-0.02,0.27,0.03,0.2,0.5,0.48,5
284,290,0.18,0.5,-0.36,0.17,0.3,0.48,5
284,295,0,0.58,-0.16,-1.2,-0.77,-0.77,6
284,282,-0.35,0.99,0.72,1.11,2.83,2.48,1
284,289,0.38,0.34,0.03,-0.02,0.34,0.73,4
284,290,0.18,-0.6,0.96,-0.05,0.3,0.48,5
284,294,-0.76,0.63,0.59,-0.98,0.23,-0.52,6
284,293,0.33,0.96,-0.38,-1.19,-0.61,-0.27,6
284,290,0.42,0.03,0.58,-0.54,0.06,0.48,5
284,290,-0.98,0.09,1.56,-0.19,1.46,0.48,5
284,287,1.34,-0.43,0.69,-0.38,-0.11,1.23,3
284,281,2.16,0.32,0.19,0.06,0.57,2.73,1
284,288,0.94,0.19,-0.08,-0.07,0.04,0.98,3
284,279,1.65,-0.24,1.64,0.18,1.58,3.23,1
284,281,0.71,0.94,-0.43,1.51,2.02,2.73,1
284,288,0.43,-0.87,0.65,0.77,0.55,0.98,3
284,285,0.79,1.03,-0.01,-0.08,0.93,1.73,2
284,281,0.1,0.77,-0.22,2.08,2.63,2.73,1
284,295,-1.66,0.56,0.56,-0.22,0.89,-0.77,6
284,288,-1,1.56,0.4,0.02,1.98,0.98,3
284,287,0.84,0.76,-0.26,-0.11,0.38,1.23,3
284,289,-0.45,0.49,-0.14,0.83,1.18,0.73,4
284,291,0.25,0.13,0.15,-0.3,-0.02,0.23,6
284,288,0.47,0.32,-0.91,1.1,0.51,0.98,3
284,290,0.26,-0.3,0.2,0.32,0.22,0.48,5
284,295,0.32,-0.05,-0.52,-0.53,-1.1,-0.77,6
284,284,1.9,1.47,0.4,-1.79,0.08,1.98,2
284,296,-0.53,-0.23,-0.23,-0.04,-0.49,-1.02,6
284,289,0.57,0.05,0.88,-0.77,0.16,0.73,4
284,286,0.99,-0.01,0.12,0.37,0.48,1.48,2
288,286,1.17,-0.41,-0.35,0.17,-0.58,0.58,5
288,284,0.9,0.81,-0.14,-0.49,0.18,1.08,3
288,287,0.76,-0.31,-1.14,1.03,-0.43,0.33,6
288,289,-0.13,-0.19,0.22,-0.07,-0.04,-0.17,6
144,144,-0.57,-0.75,0.55,0.28,0.07,-0.49,6
288,284,1.45,-0.02,-0.41,0.06,-0.37,1.08,3
288,288,-0.28,0.21,0.73,-0.58,0.36,0.08,6
288,290,1.46,-0.2,-1.7,0.02,-1.88,-0.42,6
288,280,-0.25,0.24,0.6,1.49,2.33,2.08,1
288,287,0.87,0.36,-1.07,0.16,-0.54,0.33,6
288,279,1.39,0.51,-0.57,1,0.94,2.33,1
288,283,0.16,1.06,0.17,-0.06,1.17,1.33,3
288,281,0.61,-0.71,1.06,0.87,1.22,1.83,2
288,288,1.79,-0.01,-1.44,-0.27,-1.71,0.08,6
288,278,0.76,1.13,0.5,0.2,1.82,2.58,1
288,276,1.47,-0.15,0.91,0.85,1.61,3.08,1
288,281,0.26,0.61,0.71,0.24,1.57,1.83,2
144,144,-0.8,-0.58,0.58,0.31,0.31,-0.49,6
288,289,-0.21,-0.03,0.22,-0.15,0.04,-0.17,6
288,281,0.36,-0.01,1.09,0.38,1.47,1.83,2
288,289,-0.6,-0.73,1.2,-0.04,0.43,-0.17,6
288,281,1.73,0.95,-0.24,-0.61,0.1,1.83,2
144,143,0.05,1.07,0.47,-2.1,-0.55,-0.49,6
144,144,-0.13,-0.79,0,-0.23,-1.03,-1.16,6
288,286,-0.6,-0.33,1.67,-0.15,1.19,0.58,5
144,144,-0.44,0.2,0.37,-0.62,-0.05,-0.49,6
288,280,0.74,0.46,-0.1,0.99,1.34,2.08,1
288,281,-0.58,0.94,0.95,0.53,2.41,1.83,2
144,144,-0.96,-0.06,1.35,-0.82,0.46,-0.49,6
288,290,-0.26,-0.1,-0.42,0.36,-0.15,-0.42,6
288,286,-0.81,-0.01,1.02,0.38,1.4,0.58,5
144,143,-1.53,0.69,0.25,0.1,1.04,-0.49,6
144,144,1.48,-0.55,-0.15,-1.26,-1.97,-0.49,6
288,285,0.04,0.04,0.13,0.62,0.79,0.83,4
288,279,0.8,-0.35,1.05,0.82,1.53,2.33,1
288,287,0.1,-0.71,1.31,-0.37,0.23,0.33,6
144,143,0.33,-0.87,-0.21,0.25,-0.82,-0.49,6
288,287,-0.55,-0.3,0.2,0.98,0.88,0.33,6
288,289,0.71,-0.47,0.18,-0.59,-0.88,-0.17,6
288,285,1.14,-0.29,-0.59,0.56,-0.31,0.83,4
288,281,0.91,0.77,0.61,-0.46,0.92,1.83,2
288,284,-0.19,0.49,0.18,0.6,1.27,1.08,3
288,286,0.26,1.13,-1.21,0.4,0.32,0.58,5
288,289,-0.81,0,0.76,-0.12,0.64,-0.17,6
288,282,1.09,0.24,0.41,-0.15,0.49,1.58,3
288,286,-1.34,0.55,1.09,0.28,1.92,0.58,5
288,279,1.35,0.11,-0.1,0.97,0.98,2.33,1
288,283,0.78,0.84,0.64,-0.93,0.55,1.33,3
288,282,0.14,-0.21,1.13,0.52,1.44,1.58,3
288,283,-0.37,0.55,0.38,0.76,1.7,1.33,3
288,281,1.08,0.73,0.76,-0.73,0.75,1.83,2
288,277,-0.3,1.52,0.9,0.71,3.13,2.83,1
288,279,0.06,0.53,2.09,-0.35,2.27,2.33,1
288,286,-0.33,-0.29,0.65,0.55,0.91,0.58,5
288,285,-0.11,0.85,1.14,-1.05,0.94,0.83,4
288,279,0.97,0.45,0.24,0.67,1.36,2.33,1
288,282,0.14,0.51,0.71,0.23,1.44,1.58,3
288,286,1.1,-0.26,-0.3,0.03,-0.52,0.58,5
288,282,1.4,0.32,-0.32,0.18,0.18,1.58,3
288,281,-1.22,0,2.42,0.64,3.05,1.83,2
288,284,0.97,-0.66,0.7,0.08,0.11,1.08,3
288,280,0.8,0.36,1.27,-0.35,1.28,2.08,1
288,284,1.53,0.22,0.28,-0.95,-0.45,1.08,3
288,284,0.78,-0.61,0.08,0.83,0.31,1.08,3
288,285,0.5,-0.14,-0.17,0.64,0.33,0.83,4
288,288,-0.08,-0.46,0.39,0.23,0.16,0.08,6
288,283,0.31,-0.29,0.83,0.47,1.02,1.33,3
288,284,-0.07,0.16,0.72,0.27,1.15,1.08,3
284,281,1.86,1.59,-0.02,-1.28,0.29,2.15,1
142,143,-0.58,0.98,-0.44,-1.17,-0.64,-1.22,6
284,284,0.57,-0.26,0.78,0.31,0.83,1.4,3
284,287,0.29,-0.3,1.35,-0.68,0.36,0.65,4
284,288,1.4,-0.66,-0.38,0.05,-1,0.4,5
284,279,-0.01,1.02,1.38,0.25,2.66,2.65,1
284,275,1.35,1.15,0.64,0.51,2.3,3.65,1
284,282,-0.11,1.09,0.84,0.09,2.01,1.9,2
284,290,-0.43,-0.6,1.03,-0.11,0.33,-0.1,6
284,288,0.63,-0.89,0.2,0.46,-0.23,0.4,5
284,287,0.51,-0.45,0.76,-0.17,0.14,0.65,4
284,283,-0.25,0.31,0.68,0.9,1.9,1.65,3
284,282,0.67,-0.23,0.66,0.79,1.23,1.9,2
284,283,-0.26,0.11,2.23,-0.43,1.91,1.65,3
284,283,0.59,0.03,0.44,0.6,1.06,1.65,3
284,282,1.23,0,0.25,0.42,0.67,1.9,2
142,140,-1.14,0.15,-0.59,-0.63,-1.08,-2.22,6
284,286,-0.76,-0.89,1.88,0.67,1.66,0.9,4
142,144,-1.31,-1.22,-0.11,0.76,-0.57,-1.88,6
284,296,-0.89,-0.18,0.85,-1.37,-0.71,-1.6,6
284,296,1.49,-0.21,-0.9,-1.98,-3.09,-1.6,6
284,286,-0.49,-0.04,-0.06,1.49,1.4,0.9,4
284,291,-1.23,0.01,0.71,0.17,0.88,-0.35,6
284,289,-0.32,-0.7,0.75,0.42,0.47,0.15,6
284,282,2.1,-0.91,-0.46,1.17,-0.2,1.9,2
284,288,1.75,-0.64,-1.18,0.46,-1.35,0.4,5
284,288,-1.18,0.52,0.58,0.48,1.58,0.4,5
284,282,0.47,-0.03,1.38,0.08,1.43,1.9,2
284,287,0.06,0.54,0.26,-0.21,0.59,0.65,4
284,290,-0.47,0.09,1.01,-0.73,0.37,-0.1,6
284,294,-0.48,-0.37,-0.9,0.65,-0.62,-1.1,6
284,290,0.64,0.58,-1.24,-0.08,-0.74,-0.1,6
284,295,-0.41,-0.74,0.39,-0.59,-0.94,-1.35,6
284,283,0.63,-0.46,1.18,0.29,1.02,1.65,3
284,290,0.25,-0.08,-0.35,0.08,-0.35,-0.1,6
284,289,-0.28,-0.17,0.06,0.54,0.43,0.15,6
284,288,-0.09,-0.61,1.48,-0.37,0.49,0.4,5
284,280,0.3,0,1.12,0.98,2.1,2.4,1
284,283,0.29,-0.25,1.31,0.3,1.35,1.65,3
284,301,-0.7,-1.11,-0.14,-0.91,-2.15,-2.85,6
284,287,0.26,0.29,0.4,-0.3,0.39,0.65,4
284,281,1.03,0.25,0.29,0.57,1.12,2.15,1
284,295,-1.27,-0.3,-0.45,0.66,-0.08,-1.35,6
284,279,1.28,0.85,0.62,-0.1,1.37,2.65,1
284,286,1.16,1.18,-0.68,-0.76,-0.26,0.9,4
284,277,1.13,0.42,1.46,0.14,2.02,3.15,1
284,286,-0.87,0.74,0.82,0.21,1.77,0.9,4
284,287,0.51,-0.77,0.85,0.06,0.14,0.65,4
284,283,1.04,0.6,0.24,-0.23,0.61,1.65,3
142,144,-0.01,-0.66,-0.91,0.37,-1.21,-1.22,6
284,281,0.41,0.71,0.4,0.62,1.74,2.15,1
284,284,0.79,0.47,0.28,-0.13,0.61,1.4,3
284,290,-0.06,-0.17,0.77,-0.64,-0.04,-0.1,6
142,144,-1.09,-0.22,0.15,-0.06,-0.13,-1.22,6
284,282,0.9,0.77,0.22,0.01,1,1.9,2
284,281,2.18,0.41,-0.64,0.2,-0.03,2.15,1
284,283,1.79,-0.72,0.54,0.05,-0.14,1.65,3
284,277,1.12,0.16,0.69,1.18,2.03,3.15,1
284,296,-0.44,-0.37,-0.31,-0.47,-1.16,-1.6,6
284,292,0.58,-0.42,-0.44,-0.31,-1.18,-0.6,6
284,282,0.96,0.77,-0.63,0.8,0.94,1.9,2
284,289,0.24,0.42,0.16,-0.67,-0.09,0.15,6
284,285,0.1,0.79,0.03,0.22,1.05,1.15,4
284,287,-0.21,-0.06,0.12,0.8,0.86,0.65,4
284,291,-1.33,-0.59,1.88,-0.31,0.98,-0.35,6
284,293,-0.65,-0.28,0.87,-0.79,-0.2,-0.85,6
284,292,-0.57,-0.58,0.48,0.06,-0.03,-0.6,6
284,280,2.13,0.04,-0.82,1.05,0.27,2.4,1
284,291,-0.87,-0.15,0.27,0.4,0.52,-0.35,6
284,281,0.73,0.89,0.59,-0.06,1.42,2.15,1
284,293,-0.32,0.16,-0.82,0.13,-0.53,-0.85,6
284,291,0.1,0.93,-1.49,0.11,-0.45,-0.35,6
284,286,-0.52,0.51,0.57,0.34,1.42,0.9,4
288,289,0.53,0.37,-0.25,-0.96,-0.84,-0.31,6
288,286,0.68,0.1,-0.11,-0.22,-0.24,0.44,5
288,287,0.3,-0.03,-0.24,0.17,-0.11,0.19,6
288,287,-0.72,-0.1,0.17,0.84,0.91,0.19,6
288,288,-0.76,-0.23,0.54,0.38,0.69,-0.06,6
288,283,0.47,0.16,0.23,0.32,0.71,1.19,3
288,285,-0.36,-0.12,0.27,0.9,1.05,0.69,4
288,284,0.7,0.28,-0.66,0.62,0.24,0.94,4
288,278,-0.03,0.48,0.48,1.51,2.47,2.44,1
288,285,0.37,0.54,0.05,-0.26,0.32,0.69,4
288,278,1.15,0.02,0.64,0.62,1.28,2.44,1
288,280,0.49,0.19,0.69,0.56,1.45,1.94,2
288,282,0.77,0.41,0.61,-0.35,0.67,1.44,2
288,283,-0.05,0.31,0.96,-0.03,1.24,1.19,3
288,288,0.24,-0.03,0.71,-0.99,-0.31,-0.06,6
288,277,1.3,0.53,1.3,-0.44,1.39,2.69,1
144,143,0.72,-1.1,0.09,-0.38,-1.4,-0.68,6
288,286,0.3,-0.35,-0.05,0.54,0.14,0.44,5
288,275,2.19,-0.63,0.47,1.16,1,3.19,1
288,288,-0.55,0.18,-0.07,0.37,0.48,-0.06,6
144,143,-0.73,-1.03,1.36,-0.28,0.05,-0.68,6
288,288,1.1,1.21,-2.02,-0.35,-1.16,-0.06,6
288,285,0.34,0.33,-0.2,0.22,0.35,0.69,4
288,283,1.01,-0.5,0.74,-0.07,0.18,1.19,3
288,286,-0.6,-0.03,0.61,0.45,1.03,0.44,5
288,284,0.24,-0.3,0.7,0.3,0.7,0.94,4
288,288,-0.47,0.46,0.47,-0.51,0.41,-0.06,6
288,274,0.58,0.5,1.53,0.83,2.86,3.44,1
144,142,0.33,-0.67,-1.33,-1.34,-3.34,-3.01,6
144,142,-0.13,-0.9,0.17,-0.49,-1.21,-1.35,6
288,273,1.64,0.62,1.2,0.22,2.04,3.69,1
288,291,-0.09,-0.1,-0.53,-0.09,-0.72,-0.81,6
288,281,-0.1,0.11,0.67,1.01,1.79,1.69,2
288,286,0.14,-0.49,0.67,0.12,0.3,0.44,5
288,280,0.52,1.32,0.09,0.01,1.42,1.94,2
288,282,-0.45,0.72,1,0.17,1.89,1.44,2
288,280,1.45,0.22,-0.51,0.77,0.49,1.94,2
288,282,0.26,1.19,0.28,-0.29,1.18,1.44,2
288,278,2.01,0.37,0.37,-0.31,0.43,2.44,1
288,282,0.71,0.59,-0.32,0.46,0.72,1.44,2
288,288,-0.84,-0.88,0.95,0.7,0.78,-0.06,6
288,283,0.25,0.51,0.23,0.19,0.93,1.19,3
144,142,-2.14,0.64,-0.55,-0.63,-0.54,-2.68,6
288,282,0.15,0.04,1.46,-0.21,1.29,1.44,2
288,283,0.28,-1.14,1,1.05,0.91,1.19,3
288,290,-0.38,0.92,-1.53,0.42,-0.18,-0.56,6
288,286,-0.64,0.45,0.11,0.52,1.08,0.44,5
288,280,1.38,0.28,0.51,-0.24,0.55,1.94,2
288,279,-0.71,0.76,1.59,0.55,2.9,2.19,1
288,276,0.64,1.03,-0.12,1.39,2.3,2.94,1
288,285,0.71,-1.15,0.19,0.94,-0.02,0.69,4
288,283,-1.86,0.49,1.57,0.98,3.04,1.19,3
288,279,-0.41,0.6,1.32,0.68,2.6,2.19,1
288,287,0.88,-0.34,0.15,-0.5,-0.69,0.19,6
288,290,-0.8,0.17,0.16,-0.09,0.24,-0.56,6
288,277,2.18,-0.52,0.39,0.64,0.51,2.69,1
288,285,-0.19,-0.32,0.25,0.96,0.88,0.69,4
288,285,-0.02,0.56,0.13,0.02,0.71,0.69,4
288,295,-0.74,-0.72,-0.25,-0.09,-1.07,-1.81,6
288,284,-0.1,0.2,0.92,-0.08,1.04,0.94,4
144,143,-1.83,-0.19,0.91,0.43,1.16,-0.68,6
288,293,0.65,-0.23,-0.53,-1.2,-1.96,-1.31,6
288,280,1.14,0.13,0.06,0.61,0.79,1.94,2
144,140,-1.33,-0.36,1.15,-0.14,0.65,-0.68,6
144,143,0.28,0.18,-1.41,0.26,-0.96,-0.68,6
288,279,-0.01,0.26,0.56,1.37,2.2,2.19,1
288,282,-0.13,0.41,0.83,0.33,1.57,1.44,2
288,287,0.07,0.04,1.29,-1.2,0.12,0.19,6
288,289,-0.12,0.28,-0.47,-0.01,-0.19,-0.31,6
288,282,0.64,0.26,0.11,0.42,0.8,1.44,2
288,285,0.41,-0.5,0.48,0.3,0.28,0.69,4
284,288,0.35,0.58,-0.49,0.01,0.1,0.45,5
284,287,-0.51,-0.46,1.6,0.09,1.22,0.7,4
284,277,1.34,0.45,0.99,0.41,1.86,3.2,1
284,294,0.7,-0.86,-0.81,-0.08,-1.75,-1.05,6
284,284,1.19,0.57,-0.38,0.08,0.27,1.45,2
284,294,-0.3,-0.23,-0.15,-0.37,-0.75,-1.05,6
284,283,-0.29,0.9,0.97,0.13,1.99,1.7,2
284,281,0.13,0.9,0.52,0.65,2.07,2.2,1
284,288,0.8,-0.3,-0.45,0.41,-0.35,0.45,5
284,290,0,-0.51,0.28,0.19,-0.04,-0.05,6
284,285,-0.1,0.04,1.16,0.11,1.3,1.2,3
284,277,0.89,0.47,1.96,-0.11,2.32,3.2,1
284,288,-0.16,0.23,0.19,0.19,0.62,0.45,5
284,288,1,0.63,-1.22,0.05,-0.55,0.45,5
284,283,-0.38,-0.02,1.61,0.49,2.09,1.7,2
284,285,1.21,0.68,-0.07,-0.63,-0.01,1.2,3
284,285,-0.63,0.77,0.67,0.4,1.84,1.2,3
284,281,-1.57,0.5,2.57,0.7,3.77,2.2,1
284,283,0.69,-0.38,1.45,-0.05,1.02,1.7,2
284,288,-0.64,-0.17,0.82,0.45,1.1,0.45,5
284,289,1.27,-0.28,-0.82,0.03,-1.07,0.2,6
284,283,-0.67,0.27,1.48,0.62,2.38,1.7,2
284,290,0.26,-1.36,0.98,0.08,-0.31,-0.05,6
284,293,-0.22,-0.25,-0.33,0,-0.57,-0.8,6
